basisOfRecord,class,classid,collectionCode,coordinateUncertaintyInMeters,country,countryCode,datasetID,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,eventID,family,familyid,footprintWKT,genus,genusid,geodeticDatum,individualCount,institutionCode,kingdom,kingdomid,language,marine,month,occurrenceID,occurrenceStatus,order,orderid,phylum,phylumid,recordedBy,samplingEffort,samplingProtocol,scientificName,scientificNameAuthorship,scientificNameID,species,speciesid,specificEpithet,startDayOfYear,suborder,suborderid,subphylum,subphylumid,superfamily,superfamilyid,taxonRank,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetName,depth,fieldNumber,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceRemarks,coordinatePrecision,organismQuantity,organismQuantityType,stateProvince,catalogNumber,collectionID,continent,dateIdentified,higherClassification,higherGeography,identifiedBy,institutionID,license,locality,locationID,nomenclaturalCode,preparations,type,typeStatus,verbatimEventDate,verbatimLatitude,verbatimLongitude,taxonConceptID,vernacularName,endDayOfYear,county,eventRemarks,habitat,otherCatalogNumbers,dynamicProperties,georeferenceSources,subclass,subclassid,superdomain,superdomainid,bibliographicCitation,associatedReferences,ownerInstitutionCode,footprintSRS,references
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.1432,157.037425,2006-08-11,0928FDA2-4545-497C-8AB6-AF229BABA867,Actiniidae,100653,POINT (157.037425 -8.1432),Entacmaea,267415,WGS84,2,SPC,Animalia,2,en,TRUE,8,0928FDA2-4545-497C-8AB6-AF229BABA867_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,7bb2a393-e73b-4223-94cb-f511f197b21e,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,8,70,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Thailand,NA,NA,-160358400000,-160358400000,-160358400000,1964,2,7.6677777778,98.6766666667,1964-12-02,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,12,urn:catalog:CAS:IZ:10390,NA,Actiniaria,1360,Cnidaria,1267,R.N. Mariscal,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,337,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1964,7dc85032-cb9f-428c-9721-6314ae6c9a1f,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,32,9427,29.41,32.08,NA,NA,024037,NA,NA,NA,"NOTES:No fish collected; occurred with ""Amphiprion ephippium""",NA,NA,NA,NA,10390,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1979-10-23,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae",Asia,Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Andaman Sea, Phuket Island, E. Fjord, Pipi Lek Island (Phi Phi Group), West Bay, in crevices of dead ""Acropora,""",05d30b35-2598-11ed-aace-005056be1b7a,ICZN,Fluid-75% EtOH(1),Physical Object,VOUCHER,2 Dec 1964,"07 40'04""N","98 40'36""E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,MIZ,NA,Australia,NA,NA,624585600000,624585600000,624585600000,1989,NA,-16.3,123.3,1989-10-17T14:00:00Z,NA,Actiniidae,100653,POINT (123.30000 -16.30000),Entacmaea,267415,NA,1,WAM,Animalia,2,NA,TRUE,NA,urn:lsid:taxonomy.org.au:MIZ:55721,present,Actiniaria,1360,Cnidaria,1267,"Jones, D.S.",NA,NA,Entacmaea quadricolor,"(RÃ¼ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,7e32bc25-a041-479b-912e-3e5dc3148884,0a6c216b-0abe-44d2-a45c-43d9611e2a03,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-5,265,28.18,34.64,NA,NA,NA,NA,NA,2022-06-22T06:11:01,NA,NA,NA,NA,Western Australia,Z55721,NA,NA,2007-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urn:lsid:biodiversity.org.au:afd.taxon:94a8d388-13be-4f33-a084-db0ff73105c3,bubbletip anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,MIZ,NA,Australia,NA,NA,548640000000,548640000000,548640000000,1987,NA,-16.85,122.1333,1987-05-22T14:00:00Z,NA,Actiniidae,100653,POINT (122.13330 -16.85000),Entacmaea,267415,NA,2,WAM,Animalia,2,NA,TRUE,NA,urn:lsid:taxonomy.org.au:MIZ:55724,present,Actiniaria,1360,Cnidaria,1267,"Marsh, L.M.",NA,NA,Entacmaea quadricolor,"(RÃ¼ppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,7f6c4140-8054-45ff-a9ae-a1125a9fb8dc,0a6c216b-0abe-44d2-a45c-43d9611e2a03,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1,266,27.78,34.77,NA,NA,NA,NA,NA,2022-06-22T06:13:37,NA,NA,NA,NA,Western Australia,Z55724,NA,NA,2007-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,urn:lsid:biodiversity.org.au:afd.taxon:94a8d388-13be-4f33-a084-db0ff73105c3,bubbletip anemone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246326400000,246326400000,246326400000,1977,22,-5.65,132.9833333333,1977-10-22,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9638,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,295,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,7f77c01e-04cf-4a48-aded-1bbf080f010d,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,-5,758,28.16,33.69,NA,2,024021,NA,2,2024-03-05 13:47:05,"Spec. notes: 1/3 spec.; NOTES:Column red, tentacles bulbed. With two fish ""Premnas biaculeatus."" Pedal disc torn off in collection. 1/3 of specimen - remaining specimen #CA 81 in.",NA,NA,NA,NA,9638,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-22,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Banda Sea, Kei Islands, Kei Besar, Elat Island, Elat Bay, deep in coral head.",05d3024b-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1)|Image(s),Physical Object,VOUCHER,22 Oct 1977,05 39'S,132 59'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,NA,NA,India,NA,NA,1325289600000,1167523200000,1009843200000,2006,NA,8.9532,78.8867,2002/2011,NA,Actiniidae,100653,"POLYGON ((78.14575 8.58645, 78.19519 8.92306, 78.44238 9.12922, 78.77747 9.21598, 79.01367 9.27020, 79.18945 9.27562, 79.83765 9.00445, 79.49158 8.21693, 78.14575 8.58645))",Entacmaea,267415,NA,NA,CMLRE,Animalia,2,NA,TRUE,NA,85377,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,80df8124-5804-4ae7-8e6f-09ab8caeb055,1820a42f-39b2-45e5-a935-6edcb6891eec,1a3b0f1a-4474-4d73-9ee1-d28f92a83996,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,66,24054,28.69,33.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IndOBIS Dataset,NA,NA,NA,NA,NA,NA,NA,Gulf of Mannar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gopalakrishnan,A., Divya P. R., V. S. Basheer T. Raja Swaminathan, A. Kathirvelpandian,Bineesh K. K., Rahul G. Kumar,J. K. Jena.2012.Macro Flora & Fauna of the Gulf of Mannar-a checklist.National Bureau of Fish Genetic Resources (Indian Council of Agricultural Research),Lucknow,India.",NBFGR,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,246326400000,246326400000,246326400000,1977,22,-5.5166666667,132.3666666667,1977-10-22,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,10,urn:catalog:CAS:IZ:9805,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,295,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,86a723ab-ab82-4e28-b06e-c17ade33853a,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NA,2,2281,28.18,33.73,NA,3,024033,NA,3,NA,"Spec. notes: Pieces only; NOTES:Host to two fish ""Premnas biaculeatus""  Column pink. Remainder of specimen #CA  38 in Rumphius Memorial Laboratoy,  Ambon.",NA,NA,NA,NA,9805,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-10-22,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Banda Sea, Tayandu, attached deep in ""Heliopora"" on a sponge.",05d30983-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,22 Oct 1977,05 31'S,132 22'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,CN,NA,NA,KR,NA,1349827200000,1349827200000,1349827200000,2012,NA,33.17315,126.2773306,2012-10-10,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,MABIK,Animalia,2,NA,TRUE,NA,MABIK CN00078283,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,NA,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,NA,88ec9a44-2f00-4ce8-bff2-8b671e989c25,22084d80-20d1-40d6-9354-c6dd59f303f8,fc5278f9-ea56-4a01-a48a-f8c4071e3b3e,FALSE,FALSE,"Entacmaea quadricolor (Leuckart in Rüppell & Leuckart, 1828)",289898,NO_DEPTH,-1,110,19.82,33.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeju-do,MABIK CN00078283,NA,NA,10/10/12,NA,NA,Song Junim,NA,NA,Daejeong-eup,NA,NA,NA,NA,NA,NA,NA,NA,NA,큰산호말미잘,NA,Seogwipo-si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1156464000000,1156464000000,1156464000000,2006,25,-8.497533,157.994067,2006-08-25,B1AC2E2A-72AD-4313-A185-5360EE7F8176,Actiniidae,100653,POINT (157.994067 -8.497533),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,B1AC2E2A-72AD-4313-A185-5360EE7F8176_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,237,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,8b8c90ab-caa9-4831-abc7-b89a91ee2ed8,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,2,11,29.45,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,LIRS,100,Australia,NA,NA,1305331200000,1305331200000,1305331200000,2011,NA,-14.6601,145.453,2011-05-14 23:05:00,NA,Actiniidae,100653,POINT (145.45299 -14.66013),Entacmaea,267415,NA,NA,AM,Animalia,2,NA,TRUE,NA,bd0ca9ef-35bb-4e28-b7b5-9e64fdcc2262,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,NA,8bdee7c5-47a3-4552-9690-cb5ffa954c64,0e4e4700-5e70-48b1-b100-d6b05888dfa9,2a57cd59-6799-4579-955e-27c9af97aea4,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,-9.49,97,26.52,34.91,NA,NA,NA,NA,NA,2019-01-02T15:51:15,NA,0.0009,1,individuals,Queensland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,REA_Inverts,NA,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.3113698959,-170.692886353,2004-02-23T12:00:00Z,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CRED,Animalia,2,NA,TRUE,2,NA,NA,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,NA,urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,NA,NA,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,NA,2004,8c654830-3c06-40b4-a069-2f547de2eb67,da77ef95-bff6-43f9-8af8-2a1dfa400ba8,310922b4-9d0c-4de1-92d7-9b442d34765b,FALSE,FALSE,Entacmaea quadricolor,289898,NA,56,292,28.69,35.13,NA,13.5,NA,16,11,NA,NA,NA,NA,NA,NA,4984_420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coral Reef Ecosystem Division (CRED), NOAA Pacific Island Fisheries Science Center, 2008-05-08, CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean, from 2002 to 2008",NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,248054400000,248054400000,248054400000,1977,11,-5.6,106.55,1977-11-11,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,11,urn:catalog:CAS:IZ:9647,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,315,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,8c720b89-aa8c-4bcd-a27f-54c7919da7aa,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,3,144,29.13,31.43,NA,NA,024030,NA,NA,NA,"Spec. notes: 1; NOTES:Column rich red. With (one?) fish ""Premnas biaculeatus""",NA,NA,NA,NA,9647,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-11-11,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae",Asia,Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Jakarta Bay, Seribu Island, Pulau Pari, in coral.",05d307c3-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,11 Nov 1977,05 36'S,106 33'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,SPRFMO VME,100,NA,NA,NA,1077494400000,1077494400000,1077494400000,2004,23,-14.35114956,-170.7286377,2004-02-23,NA,Actiniidae,100653,POINT (-170.7286 -14.3511),Entacmaea,267415,WGS84,NA,NIWA,Animalia,2,en,TRUE,2,160247,present,Actiniaria,1360,Cnidaria,1267,NA,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,54,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,NA,Pacific Ocean,2004,8cadc389-0d6d-4863-b77a-60aa679826be,6c813a6c-86f7-4d45-beb5-33eebd8de938,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NA,190,52,28.69,35.14,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,13.5,31699899,16,11,2016-01-20,VME Group = Actiniaria; Source = OBIS CRED Rapid Ecological Assessment of Invertebrate in the Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Japan,NA,NA,236131200000,236131200000,236131200000,1977,26,24.7833333333,125.3333333333,1977-06-26,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,6,urn:catalog:CAS:IZ:9623,NA,Actiniaria,1360,Cnidaria,1267,"Daphne F. Dunn, J.T. Moyer",NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,177,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1977,90451e1f-173d-44dc-884a-734abb1e7f73,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,"NO_DEPTH,ON_LAND",-49,-1640,NA,NA,NA,NA,024009,NA,NA,NA,"Spec. notes: 2? spec.; NOTES:One of two from one cluster sheltering  fish ""Amphiprion frenatus."" Attached  deep in ""Acropora"" bed. Column  pinkish-brown. Histology code PHMI.",NA,NA,NA,NA,9623,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1977-06-26,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, North Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Ryukyu Islands, E of Mayako, S side of Okami Island",05d2f8ec-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(2),Physical Object,VOUCHER,26 Jun 1977,24 47'N,125 20'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PreservedSpecimen,Hexacorallia,1340,IZ,NA,Indonesia,NA,NA,159840000000,159840000000,159840000000,1975,25,-3.9833333333,131.4166666667,1975-01-25,NA,Actiniidae,100653,NA,Entacmaea,267415,NA,NA,CAS,Animalia,2,en,TRUE,1,urn:catalog:CAS:IZ:9640,NA,Actiniaria,1360,Cnidaria,1267,Daphne F. Dunn,NA,NA,Entacmaea quadricolor,"(Leuckart in Rüppell & Leuckart, 1828)",NA,Entacmaea quadricolor,289898,quadricolor,25,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,NA,1975,92c47848-32d4-4aef-bce1-a6a78e087aad,aa16d305-d413-4c4a-90be-b1ec3298d58d,b7c47783-a020-4173-b390-7b57c4fa1426,FALSE,FALSE,Entacmaea quadricolor,289898,ON_LAND,-37,-958,28.45,33.64,NA,3,024023,4,2,NA,"Spec. notes: 1; NOTES:Host for 2 spec. of fish ""Amphiprion ?melanopus."" Brownish-green column. Bulbed tentacles.",NA,NA,NA,NA,9640,https://www.gbif.org/grscicoll/collection/5d4a63d3-e994-4b19-b592-e853a8e3b470,Asia,1975-01-25,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Enthemonae, Actinioidea, Actiniidae","Asia, Pacific Ocean",Daphne F. Dunn,http://grscicoll.org/institution/california-academy-sciences,https://creativecommons.org/publicdomain/zero/1.0/,"Moluccas Islands, Banda Sea, Gorong, Kailikat Bay, pedal disc wrapped around dead coral on reef slope.",05d30383-2598-11ed-aace-005056be1b7a,ICZN,Fluid-10% formalin(1),Physical Object,VOUCHER,25 Jan 1975,03 59'S,131 25'E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1150416000000,1150416000000,1150416000000,2006,16,-8.95275,160.0634,2006-06-16,6F84F6FE-AB2B-43B1-8058-DFD35B7CD514,Actiniidae,100653,POINT (160.0634 -8.95275),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,6,6F84F6FE-AB2B-43B1-8058-DFD35B7CD514_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Emmanuel Tardy,Reef benthos transect,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,167,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,937bd2f2-c29c-47fc-89f0-c7917ee28e8f,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,1,218,29.38,34.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HumanObservation,Hexacorallia,1340,PROCFish/C,30,Solomon Islands,SB,7c0229a3-75b1-45e1-ab94-e036aa75f2db,1155254400000,1155254400000,1155254400000,2006,11,-8.163108,157.001775,2006-08-11,A17D401C-48D9-4E2C-9D23-BA21D80BF241,Actiniidae,100653,POINT (157.001775 -8.163108),Entacmaea,267415,WGS84,1,SPC,Animalia,2,en,TRUE,8,A17D401C-48D9-4E2C-9D23-BA21D80BF241_DF542953-4220-4A6C-A0B9-D54C68825927,present,Actiniaria,1360,Cnidaria,1267,Ferral Lasi,Reef front search,http://purl.org/spc/digilib/doc/pfj5w,Entacmaea quadricolor,"""(Leuckart in R�ppell & Leuckart, 1828)""",urn:lsid:marinespecies.org:taxname:289898,Entacmaea quadricolor,289898,quadricolor,223,Enthemonae,888371,Anthozoa,1292,Actinioidea,853973,species,Pacific Ocean,2006,94630103-e861-4164-9dcd-4667b00c5637,7cab72d0-12e0-46ac-823a-786cdb3ade40,6c17c09e-5cc2-4d5a-8463-e866731d35a1,FALSE,FALSE,Entacmaea quadricolor,289898,NO_DEPTH,7,768,29.47,34.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
