species,model,iter,fc,rm,cv_method,cv_k,test_fold,n_pres_total,n_bg_total,n_pres_train,n_bg_train,n_pres_test,n_bg_test,auc,tss,threshold_maxTSS,sensitivity,specificity,balanced_accuracy,tp,fp,tn,fn,brier,logloss,boyce,predictors,seed,n_hosts,group
Amphiprion_allardi,HostOnly,19,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.881284038542103,0.7502618349392542,0.53385959,0.7727272727272727,0.9775345622119817,0.8751309174696271,17,78,3394,5,0.03916085679215216,0.14988294222468287,0.6434928606686962,rugosity;biotic_suitability,19,6,generalist
Amphiprion_allardi,HostOnly,20,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9638285714285716,0.8229809523809524,0.08675774,0.9523809523809524,0.8706,0.9114904761904762,20,647,4353,1,0.01911518975735678,0.07393598535845353,0.6064393434436105,rugosity;biotic_suitability,20,6,generalist
Amphiprion_allardi,HostOnly,21,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8753927524088815,0.7228477167993299,0.24102003,0.8181818181818182,0.9046658986175116,0.861423858399665,18,331,3141,4,0.02417732825013318,0.10167575549451156,0.6978560380144013,rugosity;biotic_suitability,21,6,generalist
Amphiprion_allardi,HostOnly,22,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9638666666666666,0.8227809523809522,0.19654554,0.9523809523809524,0.8704,0.911390476190476,20,648,4352,1,0.02856151099965906,0.09991666841398088,0.5903760767060274,rugosity;biotic_suitability,22,6,generalist
Amphiprion_allardi,HostOnly,23,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8748952660242982,0.7491097612065354,0.55852222,0.7727272727272727,0.9763824884792628,0.8745548806032677,17,82,3390,5,0.03841658813371513,0.14058505462227625,0.6732172499879744,rugosity;biotic_suitability,23,6,generalist
Amphiprion_allardi,HostOnly,24,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9613619047619048,0.8223809523809522,0.27264118000000004,0.9523809523809524,0.87,0.911190476190476,20,650,4350,1,0.03741492096282797,0.13155296079666032,0.4538994585241116,rugosity;biotic_suitability,24,6,generalist
Amphiprion_allardi,HostOnly,25,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8866385630498533,0.7260682865521575,0.38036601,0.7727272727272727,0.9533410138248848,0.8630341432760787,17,162,3310,5,0.02738734993479622,0.11461124284726476,0.7063419504182155,rugosity;biotic_suitability,25,6,generalist
Amphiprion_allardi,HostOnly,26,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9619333333333332,0.8207809523809524,0.22513814,0.9523809523809524,0.8684,0.9103904761904762,20,658,4342,1,0.03435156230914844,0.12553199080847546,0.6113499636416363,rugosity;biotic_suitability,26,6,generalist
Amphiprion_allardi,HostOnly,27,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8865861960620025,0.7326403435274402,0.3021102,0.8181818181818182,0.914458525345622,0.8663201717637201,18,297,3175,4,0.02937004084339846,0.12001578173339546,0.4840050193525544,rugosity;biotic_suitability,27,6,generalist
Amphiprion_allardi,HostOnly,28,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9641333333333332,0.8248,0.17711205000000002,1,0.8248,0.9124,21,876,4124,0,0.03424502596151949,0.12151768231438004,0.5628331984002016,rugosity;biotic_suitability,28,6,generalist
Amphiprion_allardi,HostOnly,29,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8780111018014244,0.7341328026811897,0.4487155,0.7727272727272727,0.961405529953917,0.8670664013405949,17,134,3338,5,0.02968791225630288,0.12011622769174583,0.7034380940854363,rugosity;biotic_suitability,29,6,generalist
Amphiprion_allardi,HostOnly,30,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9620571428571428,0.8161809523809525,0.25152242,0.9523809523809524,0.8638,0.9080904761904762,20,681,4319,1,0.03583552495743542,0.1286631787537746,0.6227426144764135,rugosity;biotic_suitability,30,6,generalist
Amphiprion_allardi,HostOnly,31,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8800141390867198,0.7404692082111437,0.44248342,0.7727272727272727,0.967741935483871,0.8702346041055719,17,112,3360,5,0.0252634091750018,0.105483031666871,0.7242782042643897,rugosity;biotic_suitability,31,6,generalist
Amphiprion_allardi,HostOnly,32,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9636476190476192,0.8302,0.1523085,1,0.8302,0.9151,21,849,4151,0,0.03080448362920056,0.11173423645725224,0.5655667589397779,rugosity;biotic_suitability,32,6,generalist
Amphiprion_allardi,HostOnly,33,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.890827922077922,0.7491097612065354,0.56466381,0.7727272727272727,0.9763824884792628,0.8745548806032677,17,82,3390,5,0.03408012034929517,0.13161925196625296,0.48785007987767987,rugosity;biotic_suitability,33,6,generalist
Amphiprion_allardi,HostOnly,34,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9679333333333332,0.845,0.24925931,1,0.845,0.9225,21,775,4225,0,0.04096352789876249,0.15101017977329292,0.5770615442375192,rugosity;biotic_suitability,34,6,generalist
Amphiprion_allardi,HostOnly,35,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8871360494344366,0.7378246753246753,0.3425451,0.8181818181818182,0.9196428571428572,0.8689123376623377,18,279,3193,4,0.03102522500368274,0.12173545707388708,0.5499819240892992,rugosity;biotic_suitability,35,6,generalist
Amphiprion_allardi,HostOnly,36,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9617809523809524,0.8185809523809522,0.22344163,0.9523809523809524,0.8662,0.909290476190476,20,669,4331,1,0.03407456609241172,0.12446056901132224,0.6066890998781678,rugosity;biotic_suitability,36,6,generalist
Amphiprion_allardi,HostOnly,37,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8798963133640553,0.6998062421449518,0.37325281,0.8181818181818182,0.8816244239631337,0.8499031210724759,18,411,3061,4,0.04817671675583193,0.16303524938485442,0.7371932852552895,rugosity;biotic_suitability,37,6,generalist
Amphiprion_allardi,HostOnly,38,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9629142857142856,0.8237999999999999,0.24696912,1,0.8238,0.9119,21,881,4119,0,0.04565036764709907,0.16269783498951132,0.577617187042188,rugosity;biotic_suitability,38,6,generalist
Amphiprion_allardi,HostOnly,39,lqh,2,block_quadrant,4,2,86,10000,64,6528,22,3472,0.8822135525764558,0.7239997905320488,0.3024777,0.8181818181818182,0.9058179723502304,0.8619998952660244,18,327,3145,4,0.0306486583349999,0.12115402849547724,0.665309831162143,rugosity;biotic_suitability,39,6,generalist
Amphiprion_allardi,HostOnly,40,lqh,2,block_quadrant,4,4,86,10000,65,3688,21,5000,0.9605238095238096,0.8193999999999999,0.24678067,1,0.8194,0.9097,21,903,4097,0,0.044511847450160943,0.14676067369587098,0.5662407602101206,rugosity;biotic_suitability,40,6,generalist
Amphiprion_chrysogaster,Combined,1,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.782875,0.6499999999999999,0.11065754,0.75,0.9,0.825,6,500,4500,2,0.01906583196179151,0.06585631932492506,0.2754007488741159,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,1,4,generalist
Amphiprion_chrysogaster,Combined,2,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.81765,0.679,0.19048114,0.75,0.929,0.8395,6,355,4645,2,0.01735839950610434,0.06158840701469766,0.4270030508217045,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,2,4,generalist
Amphiprion_chrysogaster,Combined,3,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8582,0.6632,0.11945507,0.75,0.9132,0.8316,6,434,4566,2,0.0158592519008713,0.05526144128319491,0.2346752304102756,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,3,4,generalist
Amphiprion_chrysogaster,Combined,4,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.819525,0.6978,0.35339929000000003,0.75,0.9478,0.8489,6,261,4739,2,0.02408409081070338,0.08172138457369507,0.2826147666652819,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,4,4,generalist
Amphiprion_chrysogaster,Combined,5,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8042,0.6428,0.15892112,0.75,0.8928,0.8214,6,536,4464,2,0.02540647904944448,0.08417054181220017,0.21610976158698192,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,5,4,generalist
Amphiprion_chrysogaster,Combined,6,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.792975,0.6752,0.06826364,0.75,0.9252,0.8376,6,374,4626,2,0.01082896557058988,0.04010308788117518,-0.05098387521252536,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,6,4,generalist
Amphiprion_chrysogaster,Combined,7,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8538,0.6776,0.1404128,0.75,0.9276,0.8388,6,362,4638,2,0.01572603771042769,0.05396080321910566,0.3599529849901972,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,7,4,generalist
Amphiprion_chrysogaster,Combined,8,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.81475,0.6747999999999998,0.17754055000000002,0.75,0.9248,0.8373999999999999,6,376,4624,2,0.01693975034700517,0.06054815701616796,0.43053200165494176,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,8,4,generalist
Amphiprion_chrysogaster,Combined,9,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.746025,0.5695999999999999,0.01570817,0.75,0.8196,0.7847999999999999,6,902,4098,2,0.02447658873477483,0.08003113924632582,0.16314840068008118,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,9,4,generalist
Amphiprion_chrysogaster,Combined,10,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.79975,0.6383999999999999,0.09053142,0.75,0.8884,0.8191999999999999,6,558,4442,2,0.02058767440635579,0.06841763924038956,0.09733285267845752,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,10,4,generalist
Amphiprion_chrysogaster,Combined,11,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.830475,0.7069999999999999,0.24963596,0.75,0.957,0.8534999999999999,6,215,4785,2,0.01343251970342265,0.05169819920397484,0.144271873892067,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,11,4,generalist
Amphiprion_chrysogaster,Combined,12,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8224,0.6648000000000001,0.12046253,0.75,0.9148,0.8324,6,426,4574,2,0.01726411172314809,0.05972495854326121,0.08991701628390837,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,12,4,generalist
Amphiprion_chrysogaster,Combined,13,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.811275,0.696,0.25975836,0.75,0.946,0.848,6,270,4730,2,0.01917504516108312,0.06517223526481736,0.379134635671325,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,13,4,generalist
Amphiprion_chrysogaster,Combined,14,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.83155,0.679,0.23147629,0.75,0.929,0.8395,6,355,4645,2,0.02099215529980206,0.07194260663985476,0.3670839015301826,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,14,4,generalist
Amphiprion_chrysogaster,Combined,15,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.795425,0.653,0.18534397,0.75,0.903,0.8265,6,485,4515,2,0.02836425235690705,0.09096953752828688,0.32629680136016237,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,15,4,generalist
Amphiprion_chrysogaster,Combined,16,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.83215,0.6894,0.20558168,0.75,0.9394,0.8447,6,303,4697,2,0.01432393479646194,0.05381785969060945,0.418397291558753,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,16,4,generalist
Amphiprion_chrysogaster,Combined,17,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.7868,0.6484000000000001,0.05963061,0.75,0.8984,0.8242,6,508,4492,2,0.01426812367603212,0.05054569278507258,-0.07786628214276602,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,17,4,generalist
Amphiprion_chrysogaster,Combined,18,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8072,0.706,0.42389424,0.75,0.956,0.853,6,220,4780,2,0.02488051247731057,0.08386028095175806,0.5061308339279791,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,18,4,generalist
Amphiprion_chrysogaster,Combined,19,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.822925,0.6916,0.32292748,0.75,0.9416,0.8458,6,292,4708,2,0.02221090780391877,0.07600006531560383,0.4301185108838504,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,19,4,generalist
Amphiprion_chrysogaster,Combined,20,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8295,0.6796,0.17335693000000002,0.75,0.9296,0.8398,6,352,4648,2,0.01699896050869081,0.05931665919504588,0.15480558473621336,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,20,4,generalist
Amphiprion_chrysogaster,Combined,21,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.796525,0.685,0.17801767000000002,0.75,0.935,0.8425,6,325,4675,2,0.01882212324535917,0.06307642553800348,0.3633759833329081,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,21,4,generalist
Amphiprion_chrysogaster,Combined,22,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.817575,0.6301999999999999,0.06524925,0.75,0.8802,0.8150999999999999,6,599,4401,2,0.01531080473786715,0.05571596702594813,-0.06396158890298637,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,22,4,generalist
Amphiprion_chrysogaster,Combined,23,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8406,0.6692,0.12676013,0.75,0.9192,0.8346,6,404,4596,2,0.01435113803654896,0.05173738974389117,0.28687578007720405,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,23,4,generalist
Amphiprion_chrysogaster,Combined,24,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.830625,0.667,0.06650487,0.75,0.917,0.8335,6,415,4585,2,0.01071245771100622,0.04035344872807955,-0.15810616316938847,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,24,4,generalist
Amphiprion_chrysogaster,Combined,25,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.812475,0.7042000000000002,0.24415957,0.75,0.9542,0.8521000000000001,6,229,4771,2,0.01317689662473933,0.04999973905757746,0.33463961730403013,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,25,4,generalist
Amphiprion_chrysogaster,Combined,26,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.83205,0.7050000000000001,0.30402196000000004,0.75,0.955,0.8525,6,225,4775,2,0.0155005714759841,0.05972118114625966,0.49254364702486114,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,26,4,generalist
Amphiprion_chrysogaster,Combined,27,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.805775,0.7109999999999999,0.22862702,0.75,0.961,0.8554999999999999,6,195,4805,2,0.01221750596948818,0.04508897849481458,0.3364935764026674,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,27,4,generalist
Amphiprion_chrysogaster,Combined,28,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.85975,0.7034,0.15734177000000002,0.75,0.9534,0.8517,6,233,4767,2,0.00921774108587472,0.03658373124053636,0.20034209657848967,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,28,4,generalist
Amphiprion_chrysogaster,Combined,29,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.814925,0.6858,0.11861815,0.75,0.9358,0.8429,6,321,4679,2,0.01237190856760327,0.04436839319679566,0.1075296277209626,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,29,4,generalist
Amphiprion_chrysogaster,Combined,30,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.80215,0.6678,0.06799211,0.75,0.9178,0.8339,6,411,4589,2,0.01103924424737569,0.04189017465716295,0.333485853740918,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,30,4,generalist
Amphiprion_chrysogaster,Combined,31,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.842325,0.6998,0.23937726,0.75,0.9498,0.8499,6,251,4749,2,0.01443328279146948,0.05412574919686182,0.13912645595728448,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,31,4,generalist
Amphiprion_chrysogaster,Combined,32,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.788225,0.6488,0.12911637,0.75,0.8988,0.8244,6,506,4494,2,0.02112645422636298,0.0715689379852851,0.30717775835959077,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,32,4,generalist
Amphiprion_chrysogaster,Combined,33,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.78835,0.6617999999999999,0.06826383999999999,0.75,0.9118,0.8309,6,441,4559,2,0.01243948753360459,0.04482637888856624,0.2470265583266059,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,33,4,generalist
Amphiprion_chrysogaster,Combined,34,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8338,0.7109999999999999,0.2875342,0.75,0.961,0.8554999999999999,6,195,4805,2,0.01262619430473125,0.05155600715361961,0.4457608275045786,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,34,4,generalist
Amphiprion_chrysogaster,Combined,35,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.7872,0.6337999999999999,0.06605032999999999,0.75,0.8838,0.8169,6,581,4419,2,0.01686220489369815,0.05966412077421706,0.12527775457992155,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,35,4,generalist
Amphiprion_chrysogaster,Combined,36,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.82835,0.7082000000000002,0.30838627,0.75,0.9582,0.8541000000000001,6,209,4791,2,0.01520862483578802,0.05585230702463728,0.3772806765726877,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,36,4,generalist
Amphiprion_chrysogaster,Combined,37,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.860825,0.7166000000000001,0.16619533,0.75,0.9666,0.8583000000000001,6,167,4833,2,0.00698306744411637,0.02880888906249965,0.28422769595341446,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,37,4,generalist
Amphiprion_chrysogaster,Combined,38,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.80675,0.7132000000000001,0.41022926,0.75,0.9632,0.8566,6,184,4816,2,0.01916526656706558,0.06787768949725553,0.5005689566320672,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,38,4,generalist
Amphiprion_chrysogaster,Combined,39,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.803,0.7006000000000001,0.15065797,0.75,0.9506,0.8503000000000001,6,247,4753,2,0.01236613796459274,0.04349915283216876,0.29663345578196576,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,39,4,generalist
Amphiprion_chrysogaster,Combined,40,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.774925,0.6468,0.07444964,0.75,0.8968,0.8234,6,516,4484,2,0.01976124039940682,0.06511327520841616,-0.06396158890298637,PC1;PC2;PC3;PC4;rugosity;biotic_suitability,40,4,generalist
Amphiprion_chrysogaster,EnvOnly,1,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.801875,0.6366,0.09252565,0.75,0.8866,0.8183,6,567,4433,2,0.02401485202001391,0.08778916000078327,0.1058685249971168,PC1;PC2;PC3;PC4;rugosity,1,4,generalist
Amphiprion_chrysogaster,EnvOnly,2,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.829725,0.6503999999999999,0.13971995,0.75,0.9004,0.8251999999999999,6,498,4502,2,0.02513216876086242,0.08712021231364821,0.28408054207559674,PC1;PC2;PC3;PC4;rugosity,2,4,generalist
Amphiprion_chrysogaster,EnvOnly,3,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8983,0.6840000000000002,0.00458005999999999,1,0.684,0.8420000000000001,8,1580,3420,0,0.01656953774167045,0.05602364203913806,0.13410013166301463,PC1;PC2;PC3;PC4;rugosity,3,4,generalist
Amphiprion_chrysogaster,EnvOnly,4,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.862175,0.6758,0.27030281,0.75,0.9258,0.8379,6,371,4629,2,0.02955402776758832,0.1041683374969357,0.4834662641535001,PC1;PC2;PC3;PC4;rugosity,4,4,generalist
Amphiprion_chrysogaster,EnvOnly,5,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.902475,0.6981999999999999,0.01119341,1,0.6982,0.8491,8,1509,3491,0,0.02638654715605438,0.08656982108675777,0.0991868117770948,PC1;PC2;PC3;PC4;rugosity,5,4,generalist
Amphiprion_chrysogaster,EnvOnly,6,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.865475,0.6652,0.05348211,0.75,0.9152,0.8326,6,424,4576,2,0.01185171338228249,0.04535472173720809,-0.04545552191119919,PC1;PC2;PC3;PC4;rugosity,6,4,generalist
Amphiprion_chrysogaster,EnvOnly,7,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.91015,0.7006000000000001,0.00407472999999999,1,0.7006,0.8503000000000001,8,1497,3503,0,0.0156487370435842,0.05282173950794261,0.264671312492792,PC1;PC2;PC3;PC4;rugosity,7,4,generalist
Amphiprion_chrysogaster,EnvOnly,8,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.89285,0.6576,0.12516757,0.75,0.9076,0.8288,6,462,4538,2,0.02153421036300136,0.07295560630059364,0.2752581649925037,PC1;PC2;PC3;PC4;rugosity,8,4,generalist
Amphiprion_chrysogaster,EnvOnly,9,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.761325,0.5659999999999998,0.03162575999999999,0.75,0.816,0.7829999999999999,6,920,4080,2,0.02522710357216327,0.08559226493280918,0.01668563188773557,PC1;PC2;PC3;PC4;rugosity,9,4,generalist
Amphiprion_chrysogaster,EnvOnly,10,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8538,0.6364000000000001,0.07591094,0.75,0.8864,0.8182,6,568,4432,2,0.02085621648982592,0.06901354570784929,0.22585285332718252,PC1;PC2;PC3;PC4;rugosity,10,4,generalist
Amphiprion_chrysogaster,EnvOnly,11,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8857,0.6743999999999999,0.13980175,0.75,0.9244,0.8371999999999999,6,378,4622,2,0.01640845898404829,0.06003732150135507,0.2346752304102756,PC1;PC2;PC3;PC4;rugosity,11,4,generalist
Amphiprion_chrysogaster,EnvOnly,12,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.8594,0.6552,0.10570057,0.75,0.9052,0.8276,6,474,4526,2,0.0213717601425893,0.0733227631716216,0.19056334499481023,PC1;PC2;PC3;PC4;rugosity,12,4,generalist
Amphiprion_chrysogaster,EnvOnly,13,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.90555,0.6739999999999999,0.16282827,0.75,0.924,0.837,6,380,4620,2,0.02076573421165419,0.06878463336838075,0.38417130203232674,PC1;PC2;PC3;PC4;rugosity,13,4,generalist
Amphiprion_chrysogaster,EnvOnly,14,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.86935,0.6576,0.18219527,0.75,0.9076,0.8288,6,462,4538,2,0.02746440215065414,0.09829690005252142,0.08718591239989829,PC1;PC2;PC3;PC4;rugosity,14,4,generalist
Amphiprion_chrysogaster,EnvOnly,15,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.802925,0.6282000000000001,0.13030796,0.75,0.8782,0.8141,6,609,4391,2,0.03175024814310587,0.10736923997771684,0.04823050473185863,PC1;PC2;PC3;PC4;rugosity,15,4,generalist
Amphiprion_chrysogaster,EnvOnly,16,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.9253,0.7384,0.02971498,1,0.7384,0.8692,8,1308,3692,0,0.02009412138369476,0.07612981775065568,0.2452620829099873,PC1;PC2;PC3;PC4;rugosity,16,4,generalist
Amphiprion_chrysogaster,EnvOnly,17,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.829175,0.6308,0.04352723999999999,0.75,0.8808,0.8154,6,596,4404,2,0.0167728024578068,0.05869079907012078,0.18076101211713536,PC1;PC2;PC3;PC4;rugosity,17,4,generalist
Amphiprion_chrysogaster,EnvOnly,18,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.87655,0.6787999999999998,0.23546893,0.75,0.9288,0.8393999999999999,6,356,4644,2,0.02691924027692004,0.0972216986834053,0.2113513372446506,PC1;PC2;PC3;PC4;rugosity,18,4,generalist
Amphiprion_chrysogaster,EnvOnly,19,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.891525,0.6734,0.28815338,0.75,0.9234,0.8367,6,383,4617,2,0.02942373502739937,0.09891921172013292,0.4922886412365931,PC1;PC2;PC3;PC4;rugosity,19,4,generalist
Amphiprion_chrysogaster,EnvOnly,20,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.91255,0.7050000000000001,0.02429518,0.875,0.83,0.8525,7,850,4150,1,0.01963824846456361,0.06661298011403748,0.05138450303005126,PC1;PC2;PC3;PC4;rugosity,20,4,generalist
Amphiprion_chrysogaster,EnvOnly,21,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.851225,0.6792,0.18359308,0.75,0.9292,0.8396,6,354,4646,2,0.02210008284245866,0.07727953617934424,0.29848741488060304,PC1;PC2;PC3;PC4;rugosity,21,4,generalist
Amphiprion_chrysogaster,EnvOnly,22,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.81315,0.6212,0.07207353999999999,0.75,0.8712,0.8106,6,644,4356,2,0.02234351931666083,0.07681615277830381,-0.17149121662394895,PC1;PC2;PC3;PC4;rugosity,22,4,generalist
Amphiprion_chrysogaster,EnvOnly,23,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.88245,0.6583999999999999,0.09607882,0.75,0.9084,0.8291999999999999,6,458,4542,2,0.01539163698367908,0.05364296492471061,0.25761341082631756,PC1;PC2;PC3;PC4;rugosity,23,4,generalist
Amphiprion_chrysogaster,EnvOnly,24,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.86145,0.6581999999999999,0.0580266,0.75,0.9082,0.8291,6,459,4541,2,0.01354893709555316,0.04906707864565338,0.12351327916330294,PC1;PC2;PC3;PC4;rugosity,24,4,generalist
Amphiprion_chrysogaster,EnvOnly,25,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.85485,0.681,0.17462853,0.75,0.931,0.8405,6,345,4655,2,0.01738838160422198,0.06412765434378065,0.24194166237216583,PC1;PC2;PC3;PC4;rugosity,25,4,generalist
Amphiprion_chrysogaster,EnvOnly,26,lq,0.5,block_quadrant,4,4,25,10000,17,2024,8,5000,0.9112,0.6836,0.01909389,1,0.6836,0.8418,8,1582,3418,0,0.02279156802818545,0.07998245949382092,0.16963725752531167,PC1;PC2;PC3;PC4;rugosity,26,4,generalist
