species,model_type,iter,fold,auc
Amphiprion_sandaracinos,EnvOnly,3,3,0.792
Amphiprion_sandaracinos,EnvOnly,4,4,0.916
Amphiprion_sandaracinos,EnvOnly,5,1,0.783
Amphiprion_sandaracinos,EnvOnly,6,2,0.776
Amphiprion_sandaracinos,EnvOnly,7,3,0.795
Amphiprion_sandaracinos,EnvOnly,8,4,0.918
Amphiprion_sandaracinos,EnvOnly,9,1,0.794
Amphiprion_sandaracinos,EnvOnly,10,2,0.775
Amphiprion_sandaracinos,EnvOnly,11,3,0.784
Amphiprion_sandaracinos,EnvOnly,12,4,0.907
Amphiprion_sandaracinos,EnvOnly,13,1,0.782
Amphiprion_sandaracinos,EnvOnly,14,2,0.755
Amphiprion_sandaracinos,EnvOnly,15,3,0.82
Amphiprion_sandaracinos,EnvOnly,16,4,0.909
Amphiprion_sandaracinos,EnvOnly,17,1,0.782
Amphiprion_sandaracinos,EnvOnly,18,2,0.773
Amphiprion_sandaracinos,EnvOnly,19,3,0.842
Amphiprion_sandaracinos,EnvOnly,20,4,0.921
Amphiprion_sandaracinos,EnvOnly,21,1,0.787
Amphiprion_sandaracinos,EnvOnly,22,2,0.802
Amphiprion_sandaracinos,EnvOnly,23,3,0.833
Amphiprion_sandaracinos,EnvOnly,24,4,0.921
Amphiprion_sandaracinos,EnvOnly,25,1,0.788
Amphiprion_sandaracinos,EnvOnly,26,2,0.755
Amphiprion_sandaracinos,EnvOnly,27,3,0.85
Amphiprion_sandaracinos,EnvOnly,28,4,0.923
Amphiprion_sandaracinos,EnvOnly,29,1,0.789
Amphiprion_sandaracinos,EnvOnly,30,2,0.764
Amphiprion_sandaracinos,EnvOnly,31,3,0.832
Amphiprion_sandaracinos,EnvOnly,32,4,0.91
Amphiprion_sandaracinos,EnvOnly,33,1,0.793
Amphiprion_sandaracinos,EnvOnly,34,2,0.737
Amphiprion_sandaracinos,EnvOnly,35,3,0.808
Amphiprion_sandaracinos,EnvOnly,36,4,0.912
Amphiprion_sandaracinos,EnvOnly,37,1,0.788
Amphiprion_sandaracinos,EnvOnly,38,2,0.778
Amphiprion_sandaracinos,EnvOnly,39,3,0.84
Amphiprion_sandaracinos,EnvOnly,40,4,0.911
Amphiprion_sebae,Combined,1,2,0.555
Amphiprion_sebae,Combined,2,3,0.586
Amphiprion_sebae,Combined,3,2,0.518
Amphiprion_sebae,Combined,4,3,0.513
Amphiprion_sebae,Combined,5,2,0.563
Amphiprion_sebae,Combined,6,3,0.653
Amphiprion_sebae,Combined,7,2,0.559
Amphiprion_sebae,Combined,8,3,0.452
Amphiprion_sebae,Combined,9,2,0.541
Amphiprion_sebae,Combined,10,3,0.47
Amphiprion_sebae,Combined,11,2,0.52
Amphiprion_sebae,Combined,12,3,0.567
Amphiprion_sebae,Combined,13,2,0.466
Amphiprion_sebae,Combined,14,3,0.37
Amphiprion_sebae,Combined,15,2,0.485
Amphiprion_sebae,Combined,16,3,0.462
Amphiprion_sebae,Combined,17,2,0.477
Amphiprion_sebae,Combined,18,3,0.608
Amphiprion_sebae,Combined,19,2,0.541
Amphiprion_sebae,Combined,20,3,0.52
Amphiprion_sebae,Combined,21,2,0.562
Amphiprion_sebae,Combined,22,3,0.593
Amphiprion_sebae,Combined,23,2,0.512
Amphiprion_sebae,Combined,24,3,0.595
Amphiprion_sebae,Combined,25,2,0.549
Amphiprion_sebae,Combined,26,3,0.423
Amphiprion_sebae,Combined,27,2,0.56
Amphiprion_sebae,Combined,28,3,0.572
Amphiprion_sebae,Combined,29,2,0.519
Amphiprion_sebae,Combined,30,3,0.486
Amphiprion_sebae,Combined,31,2,0.545
Amphiprion_sebae,Combined,32,3,0.51
Amphiprion_sebae,Combined,33,2,0.502
Amphiprion_sebae,Combined,34,3,0.517
Amphiprion_sebae,Combined,35,2,0.546
Amphiprion_sebae,Combined,36,3,0.591
Amphiprion_sebae,Combined,37,2,0.569
Amphiprion_sebae,Combined,38,3,0.466
Amphiprion_sebae,Combined,39,2,0.646
Amphiprion_sebae,Combined,40,3,0.586
Amphiprion_sebae,EnvOnly,1,2,0.49
Amphiprion_sebae,EnvOnly,2,3,0.554
Amphiprion_sebae,EnvOnly,3,2,0.488
Amphiprion_sebae,EnvOnly,4,3,0.518
Amphiprion_sebae,EnvOnly,5,2,0.507
Amphiprion_sebae,EnvOnly,6,3,0.655
Amphiprion_sebae,EnvOnly,7,2,0.514
Amphiprion_sebae,EnvOnly,8,3,0.409
Amphiprion_sebae,EnvOnly,9,2,0.487
Amphiprion_sebae,EnvOnly,10,3,0.453
Amphiprion_sebae,EnvOnly,11,2,0.503
Amphiprion_sebae,EnvOnly,12,3,0.569
Amphiprion_sebae,EnvOnly,13,2,0.449
Amphiprion_sebae,EnvOnly,14,3,0.399
Amphiprion_sebae,EnvOnly,15,2,0.454
Amphiprion_sebae,EnvOnly,16,3,0.444
Amphiprion_sebae,EnvOnly,17,2,0.441
Amphiprion_sebae,EnvOnly,18,3,0.587
Amphiprion_sebae,EnvOnly,19,2,0.497
Amphiprion_sebae,EnvOnly,20,3,0.586
Amphiprion_sebae,EnvOnly,21,2,0.515
Amphiprion_sebae,EnvOnly,22,3,0.569
Amphiprion_sebae,EnvOnly,23,2,0.456
Amphiprion_sebae,EnvOnly,24,3,0.59
Amphiprion_sebae,EnvOnly,25,2,0.502
Amphiprion_sebae,EnvOnly,26,3,0.402
Amphiprion_sebae,EnvOnly,27,2,0.529
Amphiprion_sebae,EnvOnly,28,3,0.583
Amphiprion_sebae,EnvOnly,29,2,0.496
Amphiprion_sebae,EnvOnly,30,3,0.494
Amphiprion_sebae,EnvOnly,31,2,0.489
Amphiprion_sebae,EnvOnly,32,3,0.545
Amphiprion_sebae,EnvOnly,33,2,0.438
Amphiprion_sebae,EnvOnly,34,3,0.49
Amphiprion_sebae,EnvOnly,35,2,0.488
Amphiprion_sebae,EnvOnly,36,3,0.605
Amphiprion_sebae,EnvOnly,37,2,0.528
Amphiprion_sebae,EnvOnly,38,3,0.466
Amphiprion_sebae,EnvOnly,39,2,0.649
Amphiprion_sebae,EnvOnly,40,3,0.59
Amphiprion_sebae,HostOnly,1,2,0.545
Amphiprion_sebae,HostOnly,2,3,0.564
Amphiprion_sebae,HostOnly,3,2,0.6
Amphiprion_sebae,HostOnly,4,3,0.493
Amphiprion_sebae,HostOnly,5,2,0.575
Amphiprion_sebae,HostOnly,6,3,0.732
Amphiprion_sebae,HostOnly,7,2,0.575
Amphiprion_sebae,HostOnly,8,3,0.635
Amphiprion_sebae,HostOnly,9,2,0.572
Amphiprion_sebae,HostOnly,10,3,0.683
Amphiprion_sebae,HostOnly,11,2,0.575
Amphiprion_sebae,HostOnly,12,3,0.7
Amphiprion_sebae,HostOnly,13,2,0.578
Amphiprion_sebae,HostOnly,14,3,0.493
Amphiprion_sebae,HostOnly,15,2,0.575
Amphiprion_sebae,HostOnly,16,3,0.5
Amphiprion_sebae,HostOnly,17,2,0.576
Amphiprion_sebae,HostOnly,18,3,0.653
Amphiprion_sebae,HostOnly,19,2,0.575
Amphiprion_sebae,HostOnly,20,3,0.493
Amphiprion_sebae,HostOnly,21,2,0.562
Amphiprion_sebae,HostOnly,22,3,0.671
Amphiprion_sebae,HostOnly,23,2,0.576
Amphiprion_sebae,HostOnly,24,3,0.5
Amphiprion_sebae,HostOnly,25,2,0.579
Amphiprion_sebae,HostOnly,26,3,0.493
Amphiprion_sebae,HostOnly,27,2,0.579
Amphiprion_sebae,HostOnly,28,3,0.688
Amphiprion_sebae,HostOnly,29,2,0.574
Amphiprion_sebae,HostOnly,30,3,0.714
Amphiprion_sebae,HostOnly,31,2,0.578
Amphiprion_sebae,HostOnly,32,3,0.562
Amphiprion_sebae,HostOnly,33,2,0.575
Amphiprion_sebae,HostOnly,34,3,0.714
Amphiprion_sebae,HostOnly,35,2,0.576
Amphiprion_sebae,HostOnly,36,3,0.728
Amphiprion_sebae,HostOnly,37,2,0.574
Amphiprion_sebae,HostOnly,38,3,0.5
Amphiprion_sebae,HostOnly,39,2,0.576
Amphiprion_sebae,HostOnly,40,3,0.493
Amphiprion_tricinctus,Combined,1,1,0.981
Amphiprion_tricinctus,Combined,2,2,0.975
Amphiprion_tricinctus,Combined,3,3,0.954
Amphiprion_tricinctus,Combined,4,1,0.992
Amphiprion_tricinctus,Combined,5,2,0.962
Amphiprion_tricinctus,Combined,6,3,0.975
Amphiprion_tricinctus,Combined,7,1,0.987
Amphiprion_tricinctus,Combined,8,2,0.984
Amphiprion_tricinctus,Combined,9,3,0.975
Amphiprion_tricinctus,Combined,10,1,0.99
Amphiprion_tricinctus,Combined,11,2,0.973
Amphiprion_tricinctus,Combined,12,3,0.977
Amphiprion_tricinctus,Combined,13,1,0.985
Amphiprion_tricinctus,Combined,14,2,0.955
Amphiprion_tricinctus,Combined,15,3,0.973
Amphiprion_tricinctus,Combined,16,1,0.985
Amphiprion_tricinctus,Combined,17,2,0.991
Amphiprion_tricinctus,Combined,18,3,0.96
Amphiprion_tricinctus,Combined,19,1,0.992
Amphiprion_tricinctus,Combined,20,2,0.967
Amphiprion_tricinctus,Combined,21,3,0.97
Amphiprion_tricinctus,Combined,22,1,0.991
Amphiprion_tricinctus,Combined,23,2,0.971
Amphiprion_tricinctus,Combined,24,3,0.974
Amphiprion_tricinctus,Combined,25,1,0.987
Amphiprion_tricinctus,Combined,26,2,0.984
Amphiprion_tricinctus,Combined,27,3,0.969
Amphiprion_tricinctus,Combined,28,1,0.988
Amphiprion_tricinctus,Combined,29,2,0.958
Amphiprion_tricinctus,Combined,30,3,0.973
Amphiprion_tricinctus,Combined,31,1,0.994
Amphiprion_tricinctus,Combined,32,2,0.99
Amphiprion_tricinctus,Combined,33,3,0.976
Amphiprion_tricinctus,Combined,35,2,0.965
Amphiprion_tricinctus,Combined,36,3,0.971
Amphiprion_tricinctus,Combined,38,2,0.971
Amphiprion_tricinctus,Combined,39,3,0.974
Amphiprion_tricinctus,Combined,40,1,0.993
Amphiprion_tricinctus,EnvOnly,1,1,0.991
Amphiprion_tricinctus,EnvOnly,2,2,0.977
Amphiprion_tricinctus,EnvOnly,3,3,0.919
Amphiprion_tricinctus,EnvOnly,4,1,0.995
Amphiprion_tricinctus,EnvOnly,5,2,0.968
Amphiprion_tricinctus,EnvOnly,6,3,0.988
Amphiprion_tricinctus,EnvOnly,7,1,0.994
Amphiprion_tricinctus,EnvOnly,8,2,0.987
Amphiprion_tricinctus,EnvOnly,9,3,0.986
Amphiprion_tricinctus,EnvOnly,10,1,0.995
Amphiprion_tricinctus,EnvOnly,11,2,0.975
Amphiprion_tricinctus,EnvOnly,12,3,0.958
Amphiprion_tricinctus,EnvOnly,13,1,0.992
Amphiprion_tricinctus,EnvOnly,14,2,0.934
Amphiprion_tricinctus,EnvOnly,15,3,0.982
Amphiprion_tricinctus,EnvOnly,16,1,0.991
Amphiprion_tricinctus,EnvOnly,17,2,0.983
Amphiprion_tricinctus,EnvOnly,18,3,0.958
Amphiprion_tricinctus,EnvOnly,19,1,0.994
Amphiprion_tricinctus,EnvOnly,20,2,0.976
Amphiprion_tricinctus,EnvOnly,21,3,0.989
Amphiprion_tricinctus,EnvOnly,22,1,0.993
Amphiprion_tricinctus,EnvOnly,23,2,0.979
Amphiprion_tricinctus,EnvOnly,24,3,0.983
Amphiprion_tricinctus,EnvOnly,25,1,0.994
Amphiprion_tricinctus,EnvOnly,26,2,0.985
Amphiprion_tricinctus,EnvOnly,27,3,0.981
Amphiprion_tricinctus,EnvOnly,28,1,0.99
Amphiprion_tricinctus,EnvOnly,29,2,0.98
Amphiprion_tricinctus,EnvOnly,30,3,0.988
Amphiprion_tricinctus,EnvOnly,31,1,0.997
Amphiprion_tricinctus,EnvOnly,32,2,0.985
Amphiprion_tricinctus,EnvOnly,33,3,0.987
Amphiprion_tricinctus,EnvOnly,34,1,0.996
Amphiprion_tricinctus,EnvOnly,35,2,0.978
Amphiprion_tricinctus,EnvOnly,36,3,0.978
Amphiprion_tricinctus,EnvOnly,37,1,0.991
Amphiprion_tricinctus,EnvOnly,38,2,0.977
Amphiprion_tricinctus,EnvOnly,39,3,0.989
Amphiprion_tricinctus,EnvOnly,40,1,0.997
Amphiprion_tricinctus,HostOnly,1,1,0.979
Amphiprion_tricinctus,HostOnly,2,2,0.985
Amphiprion_tricinctus,HostOnly,3,3,0.974
Amphiprion_tricinctus,HostOnly,4,1,0.988
Amphiprion_tricinctus,HostOnly,5,2,0.976
Amphiprion_tricinctus,HostOnly,6,3,0.973
Amphiprion_tricinctus,HostOnly,7,1,0.986
Amphiprion_tricinctus,HostOnly,8,2,0.991
Amphiprion_tricinctus,HostOnly,9,3,0.976
Amphiprion_tricinctus,HostOnly,10,1,0.988
Amphiprion_tricinctus,HostOnly,11,2,0.978
Amphiprion_tricinctus,HostOnly,12,3,0.973
Amphiprion_tricinctus,HostOnly,13,1,0.972
Amphiprion_tricinctus,HostOnly,14,2,0.975
Amphiprion_tricinctus,HostOnly,15,3,0.975
Amphiprion_tricinctus,HostOnly,16,1,0.987
Amphiprion_tricinctus,HostOnly,17,2,0.993
Amphiprion_tricinctus,HostOnly,18,3,0.959
Amphiprion_tricinctus,HostOnly,19,1,0.985
Amphiprion_tricinctus,HostOnly,20,2,0.983
Amphiprion_tricinctus,HostOnly,21,3,0.971
Amphiprion_tricinctus,HostOnly,22,1,0.985
Amphiprion_tricinctus,HostOnly,23,2,0.979
Amphiprion_tricinctus,HostOnly,24,3,0.975
Amphiprion_tricinctus,HostOnly,25,1,0.98
Amphiprion_tricinctus,HostOnly,26,2,0.987
Amphiprion_tricinctus,HostOnly,27,3,0.971
Amphiprion_tricinctus,HostOnly,28,1,0.985
Amphiprion_tricinctus,HostOnly,29,2,0.986
Amphiprion_tricinctus,HostOnly,30,3,0.967
Amphiprion_tricinctus,HostOnly,31,1,0.99
Amphiprion_tricinctus,HostOnly,32,2,0.992
Amphiprion_tricinctus,HostOnly,33,3,0.969
Amphiprion_tricinctus,HostOnly,34,1,0.99
Amphiprion_tricinctus,HostOnly,35,2,0.981
Amphiprion_tricinctus,HostOnly,36,3,0.972
Amphiprion_tricinctus,HostOnly,37,1,0.979
Amphiprion_tricinctus,HostOnly,38,2,0.981
Amphiprion_tricinctus,HostOnly,39,3,0.969
Amphiprion_tricinctus,HostOnly,40,1,0.984
Cryptodendrum_adhaesivum,HostEnsemble,1,1,0.841
Cryptodendrum_adhaesivum,HostEnsemble,2,2,0.812
Cryptodendrum_adhaesivum,HostEnsemble,3,3,0.808
Cryptodendrum_adhaesivum,HostEnsemble,4,4,0.776
Cryptodendrum_adhaesivum,HostEnsemble,5,1,0.839
Cryptodendrum_adhaesivum,HostEnsemble,6,2,0.791
Cryptodendrum_adhaesivum,HostEnsemble,7,3,0.816
Cryptodendrum_adhaesivum,HostEnsemble,8,4,0.788
Cryptodendrum_adhaesivum,HostEnsemble,9,1,0.847
Cryptodendrum_adhaesivum,HostEnsemble,10,2,0.773
Entacmaea_quadricolor,HostEnsemble,1,1,0.771
Entacmaea_quadricolor,HostEnsemble,2,2,0.79
Entacmaea_quadricolor,HostEnsemble,3,3,0.657
Entacmaea_quadricolor,HostEnsemble,4,4,0.792
Entacmaea_quadricolor,HostEnsemble,5,1,0.775
Entacmaea_quadricolor,HostEnsemble,6,2,0.815
Entacmaea_quadricolor,HostEnsemble,7,3,0.665
Entacmaea_quadricolor,HostEnsemble,8,4,0.749
Entacmaea_quadricolor,HostEnsemble,9,1,0.744
Entacmaea_quadricolor,HostEnsemble,10,2,0.794
Heteractis_aurora,HostEnsemble,1,1,0.723
Heteractis_aurora,HostEnsemble,2,2,0.729
Heteractis_aurora,HostEnsemble,3,3,0.738
Heteractis_aurora,HostEnsemble,4,4,0.784
Heteractis_aurora,HostEnsemble,5,1,0.753
Heteractis_aurora,HostEnsemble,6,2,0.747
Heteractis_aurora,HostEnsemble,7,3,0.677
Heteractis_aurora,HostEnsemble,8,4,0.777
Heteractis_aurora,HostEnsemble,9,1,0.756
Heteractis_aurora,HostEnsemble,10,2,0.763
Heteractis_crispa,HostEnsemble,1,1,0.738
Heteractis_crispa,HostEnsemble,2,2,0.785
Heteractis_crispa,HostEnsemble,3,3,0.901
Heteractis_crispa,HostEnsemble,4,4,0.744
Heteractis_crispa,HostEnsemble,5,1,0.75
Heteractis_crispa,HostEnsemble,6,2,0.772
Heteractis_crispa,HostEnsemble,7,3,0.913
Heteractis_crispa,HostEnsemble,8,4,0.747
Heteractis_crispa,HostEnsemble,9,1,0.737
Heteractis_crispa,HostEnsemble,10,2,0.816
Heteractis_magnifica,HostEnsemble,1,1,0.686
Heteractis_magnifica,HostEnsemble,2,2,0.753
Heteractis_magnifica,HostEnsemble,3,3,0.887
Heteractis_magnifica,HostEnsemble,4,4,0.753
Heteractis_magnifica,HostEnsemble,5,1,0.73
Heteractis_magnifica,HostEnsemble,6,2,0.75
Heteractis_magnifica,HostEnsemble,7,3,0.876
Heteractis_magnifica,HostEnsemble,8,4,0.764
Heteractis_magnifica,HostEnsemble,9,1,0.732
Heteractis_magnifica,HostEnsemble,10,2,0.735
Heteractis_malu,HostEnsemble,1,2,0.894
Heteractis_malu,HostEnsemble,2,3,0.578
Heteractis_malu,HostEnsemble,3,2,0.912
Heteractis_malu,HostEnsemble,4,3,0.533
Heteractis_malu,HostEnsemble,5,2,0.817
Heteractis_malu,HostEnsemble,6,3,0.513
Heteractis_malu,HostEnsemble,7,2,0.882
Heteractis_malu,HostEnsemble,8,3,0.553
Heteractis_malu,HostEnsemble,9,2,0.909
Heteractis_malu,HostEnsemble,10,3,0.552
Stichodactyla_gigantea,HostEnsemble,1,1,0.735
Stichodactyla_gigantea,HostEnsemble,2,2,0.829
Stichodactyla_gigantea,HostEnsemble,3,3,0.62
Stichodactyla_gigantea,HostEnsemble,4,4,0.755
Stichodactyla_gigantea,HostEnsemble,5,1,0.7
Stichodactyla_gigantea,HostEnsemble,6,2,0.807
Stichodactyla_gigantea,HostEnsemble,7,3,0.613
Stichodactyla_gigantea,HostEnsemble,8,4,0.783
Stichodactyla_gigantea,HostEnsemble,9,1,0.723
Stichodactyla_gigantea,HostEnsemble,10,2,0.739
Stichodactyla_haddoni,HostEnsemble,1,1,0.834
Stichodactyla_haddoni,HostEnsemble,2,2,0.75
Stichodactyla_haddoni,HostEnsemble,3,3,0.731
Stichodactyla_haddoni,HostEnsemble,4,4,0.557
Stichodactyla_haddoni,HostEnsemble,5,1,0.793
Stichodactyla_haddoni,HostEnsemble,6,2,0.757
Stichodactyla_haddoni,HostEnsemble,7,3,0.789
Stichodactyla_haddoni,HostEnsemble,8,4,0.636
Stichodactyla_haddoni,HostEnsemble,9,1,0.813
Stichodactyla_haddoni,HostEnsemble,10,2,0.691
